feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X3.HYDROXYDECANOYL.ACP.DEHYDR.RXN...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
ACETOLACTSYN.RXN...expasy..Acetolactate.synthase..2.2.1.6..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-2.10390677661527	0.489897948556636	6	2	0.0126999720289225	0.0504798565410878
ACETOOHBUTSYN.RXN...metacyc..2.aceto.2.hydroxy.butyrate.synthase..2.2.1.6..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-2.10390677661527	0.489897948556636	6	2	0.0126999720289225	0.0504798565410878
ARGSUCCINSYN.RXN...expasy..Argininosuccinate.synthase..6.3.4.5..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-2.10392211843218	0.489897948556636	6	2	0.0126996570708609	0.0504798565410878
RXN.16619...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.16623...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.16627...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.16631...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.21615...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.21619...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.21623...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.21627...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.21632...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.21636...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.21646...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.21651...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.21656...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.21661...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.21666...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.21671...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.21677...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.21682...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.21687...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.21692...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.21698...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.21703...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.8850...expasy..Thymidylate.synthase..FAD...2.1.1.148..unclassified	Condition	[T.Infected]	0.654707202675392	0.152534837028687	6	6	0.0127241401100555	0.0504798565410878
RXN.9520...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.9533...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.9537...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.9557...metacyc..3.hydroxy.cis.vaccenoyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.9634...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN.9655...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN0.2144...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
RXN1G.320...expasy..3.hydroxyacyl..acyl.carrier.protein..dehydratase..4.2.1.59..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.88473308725566	0.439460126561217	6	6	0.0127588235308792	0.0504798565410878
UDPNACETYLGLUCOSAMENOLPYRTRANS.RXN...expasy..UDP.N.acetylglucosamine.1.carboxyvinyltransferase..2.5.1.7..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-2.10392407289898	0.489897948556636	6	2	0.0126996169475378	0.0504798565410878
PANTOTHENATE.KIN.RXN...expasy..Pantothenate.kinase..2.7.1.33..g__Dubosiella.s__Dubosiella_newyorkensis	Condition	[T.Infected]	-2.09998135629021	0.489897948556636	6	2	0.0127808695174864	0.0505542105297164
ACETYL.COA.CARBOXYLTRANSFER.RXN...expasy..Acetyl.CoA.carboxylase..6.4.1.2..g__Sphingomonas.s__Sphingomonas_sp_FARSPH	Condition	[T.Infected]	-2.09946816521064	0.489897948556636	6	2	0.012791491629282	0.0505704836964312
BIOTIN.CARBOXYL.RXN...expasy..Biotin.carboxylase..6.3.4.14..g__Sphingomonas.s__Sphingomonas_sp_FARSPH	Condition	[T.Infected]	-2.09946816521064	0.489897948556636	6	2	0.012791491629282	0.0505704836964312
BIOTINLIG.RXN...expasy..Biotin...biotin.carboxyl.carrier.protein..ligase..6.3.4.15..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-2.09863467103307	0.489897948556636	6	2	0.0128087661604623	0.0506130269259456
RXN0.7192...expasy..Biotin...biotin.carboxyl.carrier.protein..ligase..6.3.4.15..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-2.09863467103307	0.489897948556636	6	2	0.0128087661604623	0.0506130269259456
UDPNACETYLMURAMATEDEHYDROG.RXN...expasy..UDP.N.acetylmuramate.dehydrogenase..1.3.1.98..g__Acetatifactor.s__Acetatifactor_muris	Condition	[T.Infected]	1.27642901329746	0.297989830624485	6	5	0.0128123748856383	0.0506144174117197
RXN.17809...expasy..Cyclic.pyranopterin.monophosphate.synthase..4.6.1.17..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.09213515587077	0.489897948556636	6	2	0.0129444425144627	0.0511101578041831
THI.P.KIN.RXN...expasy..Thiamine.phosphate.kinase..2.7.4.16..unclassified	Condition	[T.Infected]	-3.26403170979219	0.764294754738857	6	6	0.0129434939103784	0.0511101578041831
X5.4.1.2.RXN...expasy..Precorrin.8X.methylmutase..5.4.99.61..unclassified	Condition	[T.Infected]	1.01090031360929	0.236829906448031	6	6	0.0129659469432485	0.0511820628511619
PANTEPADENYLYLTRAN.RXN...expasy..Pantetheine.phosphate.adenylyltransferase..2.7.7.3..g__Oscillibacter.s__Oscillibacter_sp_1_3	Condition	[T.Infected]	1.71548290651924	0.402024124776879	6	6	0.012979891009932	0.051224095019135
ACSERLY.RXN...expasy..Cysteine.synthase..2.5.1.47..g__Dorea.s__Dorea_sp_5_2	Condition	[T.Infected]	1.96398688410251	0.460513108338537	6	6	0.013004026729332	0.0513063161717566
TRANSALDOL.RXN...expasy..Transaldolase..2.2.1.2..g__Bifidobacterium.s__Bifidobacterium_pseudolongum	Condition	[T.Infected]	-3.27990999983951	0.771017718243353	6	3	0.0131161560464685	0.0517355789640017
RXN.20788...expasy..UDP.3.O.acyl.N.acetylglucosamine.deacetylase..3.5.1.108..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.08307302813076	0.489897948556636	6	2	0.0131365220703482	0.0517896218912435
UDPACYLGLCNACDEACETYL.RXN...expasy..UDP.3.O.acyl.N.acetylglucosamine.deacetylase..3.5.1.108..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.08307302813076	0.489897948556636	6	2	0.0131365220703482	0.0517896218912435
X6.3.5.7.RXN...expasy..Glutaminyl.tRNA.synthase..glutamine.hydrolyzing...6.3.5.7..g__Acetatifactor.s__Acetatifactor_muris	Condition	[T.Infected]	1.4796790251576	0.348552368327505	6	5	0.013208439535279	0.0520599439050902
X5.4.2.10.RXN...expasy..Phosphoglucosamine.mutase..5.4.2.10..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-2.07951934195851	0.489897948556636	6	2	0.0132127837794507	0.0520638622506194
UNGROUPED.g__Clostridium.s__Clostridium_sp_ASF502	Condition	[T.Infected]	0.387257756761821	0.0916657166835272	6	6	0.0134272001227441	0.0528953402047062
SUCCDIAMINOPIMDESUCC.RXN...expasy..Succinyl.diaminopimelate.desuccinylase..3.5.1.18..unclassified	Condition	[T.Infected]	1.78564309364516	0.425701746919861	6	6	0.0137556008412788	0.0541753149199983
X3.HYDROXBUTYRYL.COA.DEHYDRATASE.RXN...expasy..3.hydroxybutyryl.CoA.dehydratase..4.2.1.55..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	Condition	[T.Infected]	-2.05149648569811	0.489897948556636	6	2	0.0138332520931313	0.0544673348820252
X1.17.4.2.RXN...expasy..Ribonucleoside.triphosphate.reductase..thioredoxin...1.17.4.2..unclassified	Condition	[T.Infected]	0.819193287803506	0.196301995537644	6	6	0.0139957653683274	0.0550374973656822
RXN.21262...expasy..Ribonucleoside.triphosphate.reductase..thioredoxin...1.17.4.2..unclassified	Condition	[T.Infected]	0.819193287803506	0.196301995537644	6	6	0.0139957653683274	0.0550374973656822
RXN.21263...expasy..Ribonucleoside.triphosphate.reductase..thioredoxin...1.17.4.2..unclassified	Condition	[T.Infected]	0.819193287803506	0.196301995537644	6	6	0.0139957653683274	0.0550374973656822
RXN.21264...expasy..Ribonucleoside.triphosphate.reductase..thioredoxin...1.17.4.2..unclassified	Condition	[T.Infected]	0.819193287803506	0.196301995537644	6	6	0.0139957653683274	0.0550374973656822
RXN.21265...expasy..Ribonucleoside.triphosphate.reductase..thioredoxin...1.17.4.2..unclassified	Condition	[T.Infected]	0.819193287803506	0.196301995537644	6	6	0.0139957653683274	0.0550374973656822
X3.HYDROXY.KYNURENINASE.RXN...expasy..Kynureninase..3.7.1.3..g__Sphingomonas.s__Sphingomonas_sp_FARSPH	Condition	[T.Infected]	-2.04288607858596	0.489897948556636	6	2	0.0140309200651471	0.055134329841135
HEMN.RXN...expasy..Coproporphyrinogen.dehydrogenase..1.3.98.3..g__Sphingomonas.s__Sphingomonas_sp_FARSPH	Condition	[T.Infected]	-2.04288122697116	0.489897948556636	6	2	0.0140310323995682	0.055134329841135
KYNURENINASE.RXN...expasy..Kynureninase..3.7.1.3..g__Sphingomonas.s__Sphingomonas_sp_FARSPH	Condition	[T.Infected]	-2.04288607858596	0.489897948556636	6	2	0.0140309200651471	0.055134329841135
RXN.9380...expasy..Carboxynorspermidine.decarboxylase..4.1.1.96..unclassified	Condition	[T.Infected]	1.20966068945496	0.290147473959517	6	6	0.014041134627835	0.0551600791838181
RXN0.302...expasy..2.C.methyl.D.erythritol.2.4.cyclodiphosphate.synthase..4.6.1.12..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-2.04087708694961	0.489897948556636	6	2	0.0140775292046909	0.0552890779302756
CTPSYN.RXN...expasy..CTP.synthase..glutamine.hydrolyzing...6.3.4.2..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-2.03529610987921	0.489897948556636	6	2	0.0142079923483847	0.0557873696529174
UROCANATE.HYDRATASE.RXN...expasy..Urocanate.hydratase..4.2.1.49..unclassified	Condition	[T.Infected]	-1.41724936770412	0.341159965911425	6	6	0.0142117132148019	0.0557878845848032
CYTIDEAM.RXN...expasy..Cytidine.deaminase..3.5.4.5..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-2.02559848163691	0.489897948556636	6	2	0.0144381722662897	0.056633931143465
CYTIDEAM2.RXN...expasy..Cytidine.deaminase..3.5.4.5..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-2.02559848163691	0.489897948556636	6	2	0.0144381722662897	0.056633931143465
FPPSYN.RXN...expasy...2E.6E..farnesyl.diphosphate.synthase..2.5.1.10..unclassified	Condition	[T.Infected]	1.16855313488812	0.282578308528054	6	6	0.0144312542648209	0.056633931143465
URACIL.PRIBOSYLTRANS.RXN...expasy..Uracil.phosphoribosyltransferase..2.4.2.9..g__Acetatifactor.s__Acetatifactor_muris	Condition	[T.Infected]	1.44600413662965	0.350039893168999	6	5	0.0144824715197331	0.0567933610618654
RXN0.1321...expasy..tRNA.guanosine.34..preQ.1..transglycosylase..2.4.2.29..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.01921098584582	0.489897948556636	6	2	0.0145922405787222	0.057189708646869
RXN0.6481...expasy..tRNA.nucleotidyltransferase..2.7.7.56..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.01896303760514	0.489897948556636	6	2	0.0145982610000727	0.057189708646869
RXN0.6482...expasy..tRNA.nucleotidyltransferase..2.7.7.56..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.01896303760514	0.489897948556636	6	2	0.0145982610000727	0.057189708646869
TRNA.NUCLEOTIDYLTRANSFERASE.RXN...expasy..tRNA.nucleotidyltransferase..2.7.7.56..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-2.01896303760514	0.489897948556636	6	2	0.0145982610000727	0.057189708646869
ENOYL.COA.HYDRAT.RXN...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
METHYLACYLYLCOA.HYDROXY.RXN...metacyc..Methylacrylyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.16135...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.16558...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.17114...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.17475...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.17776...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.17780...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.17785...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.17789...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.17793...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.17797...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.20675...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.20678...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.21223...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.21755...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.21759...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.21766...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.21779...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.21780...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.21781...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
RXN.2425...expasy..Enoyl.CoA.hydratase..4.2.1.17..unclassified	Condition	[T.Infected]	3.42104389084007	0.832660964630575	6	6	0.0147493915283933	0.0574343006120671
