"name"	"taxRank"	"taxID"	"Max"	"X1..BL60N.cladeReads"	"X2..BL63DP.cladeReads"	"X3..BL67DP.cladeReads"	"X4..BL610DP.cladeReads"	"X6..BL613DP.cladeReads"	"X7..BL616DP.cladeReads"	"lineage"
"Staphylococcus phage IME-SA4"	"S"	1610872	2	NA	2	NA	NA	1	2	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>unclassified&nbsp;Siphoviridae"
"Mycobacterium phage DS6A"	"S"	45764	7	NA	1	3	NA	2	7	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>unclassified&nbsp;Siphoviridae"
"Lactococcus phage 936 sensu lato"	"S"	354259	1	NA	1	1	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>unclassified&nbsp;Siphoviridae"
"Salmonella phage SETP7"	"S"	424947	1	NA	1	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>unclassified&nbsp;Siphoviridae"
"Enterococcus phage EFRM31"	"S"	767806	3	NA	1	NA	3	2	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>unclassified&nbsp;Siphoviridae"
"Rhodococcus phage REQ2"	"S"	1109713	3	NA	1	3	NA	2	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>unclassified&nbsp;Siphoviridae"
"Croceibacter phage P2559S"	"S"	1176422	1	NA	1	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>unclassified&nbsp;Siphoviridae"
"Streptomyces phage SV1"	"S"	1204525	3	NA	1	NA	NA	3	1	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>unclassified&nbsp;Siphoviridae"
"Propionibacterium phage PHL114L00"	"S"	1235656	1	NA	1	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>unclassified&nbsp;Siphoviridae"
"Lactobacillus phage phiJB"	"S"	1399941	1	NA	1	1	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>unclassified&nbsp;Siphoviridae"
"Lactobacillus phage phiLdb"	"S"	1399942	6	NA	1	NA	6	3	2	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>unclassified&nbsp;Siphoviridae"
"Clavibacter phage CN1A"	"S"	1406793	2	NA	1	NA	2	NA	1	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>unclassified&nbsp;Siphoviridae"
"Lactobacillus phage J-1"	"S"	1414736	1	NA	1	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>unclassified&nbsp;Siphoviridae"
"Mycobacterium phage FlagStaff"	"S"	1647304	1	NA	1	1	1	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>unclassified&nbsp;Siphoviridae"
"Pseudoalteromonas phage Pq0"	"S"	1667322	1	NA	1	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>unclassified&nbsp;Siphoviridae"
"Mycobacterium phage Tasp14"	"S"	1698420	1	NA	1	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>unclassified&nbsp;Siphoviridae"
"Caulobacter virus Magneto"	"S"	1211642	1	NA	1	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>Phicbkvirus"
"Lactococcus phage bIL67"	"S"	36343	3	NA	3	1	2	2	2	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>C2virus"
"Bacillus phage SPP1"	"S"	10724	6	NA	6	1	1	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>Lambdavirus>unclassified&nbsp;Lambda&#x2011;like&nbsp;viruses"
"Streptococcus phage 7201"	"S"	112023	9	NA	5	9	1	NA	3	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>Sfi21dt1virus"
"Mycobacterium phage Firecracker"	"S"	1089135	3	NA	3	NA	NA	1	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>Corndogvirus"
"Pediococcus phage clP1"	"S"	1108070	2	NA	1	NA	2	NA	2	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>Phijl1virus"
"Mycobacterium phage Angelica"	"S"	861044	2	NA	2	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>Tm4virus"
"Mycobacterium phage Dusk"	"S"	1679524	1	NA	1	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>Cjw1virus>unclassified&nbsp;Cjwunalikevirus"
"Staphylococcus phage Ipla7"	"S"	1197953	1	NA	1	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>Phietavirus"
"Streptococcus phage 2972"	"S"	306323	1	NA	1	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Siphoviridae>Sfi11virus"
"Arthrobacter phage BarretLemon"	"S"	1796994	18	NA	18	1	1	2	2	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>unclassified&nbsp;Myoviridae"
"Yersinia phage phiR1-RT"	"S"	1206558	11	NA	11	NA	NA	1	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>unclassified&nbsp;Myoviridae"
"Prochlorococcus phage P-RSM4"	"S"	444862	23	NA	10	21	18	8	23	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>unclassified&nbsp;Myoviridae"
"Clostridium phage phiCD506"	"S"	1582155	10	NA	10	NA	NA	2	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>unclassified&nbsp;Myoviridae"
"Ralstonia phage RSL2"	"S"	1585840	9	NA	9	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>unclassified&nbsp;Myoviridae"
"Synechococcus phage Syn19"	"S"	445684	6	NA	6	3	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>unclassified&nbsp;Myoviridae"
"Edwardsiella phage GF-2"	"S"	1537091	6	NA	6	NA	4	NA	1	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>unclassified&nbsp;Myoviridae"
"Enterobacter phage Arya"	"S"	1864622	6	NA	6	NA	NA	2	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>unclassified&nbsp;Myoviridae"
"Klebsiella phage 0507-KN2-1"	"S"	1206545	5	NA	5	2	3	3	3	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>unclassified&nbsp;Myoviridae"
"Clostridium phage CDMH1"	"S"	1411095	5	NA	5	NA	3	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>unclassified&nbsp;Myoviridae"
"Prochlorococcus phage P-HM2"	"S"	445696	2	NA	1	NA	1	2	1	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>unclassified&nbsp;Myoviridae"
"Enterobacteria phage phiEcoM-GJ1"	"S"	451705	1	NA	1	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>unclassified&nbsp;Myoviridae"
"Erwinia phage vB_EamM-Y2"	"S"	1051676	2	NA	1	NA	NA	2	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>unclassified&nbsp;Myoviridae"
"Escherichia phage phAPEC8"	"S"	1229753	5	NA	1	NA	1	4	5	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>unclassified&nbsp;Myoviridae"
"Acinetobacter phage YMC13/03/R2096"	"S"	1560342	1	NA	1	1	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>unclassified&nbsp;Myoviridae"
"Ralstonia phage RSF1"	"S"	1689679	2	NA	1	NA	1	2	1	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>unclassified&nbsp;Myoviridae"
"Bacillus phage Belinda"	"S"	1852564	3	NA	1	1	2	NA	3	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>unclassified&nbsp;Myoviridae"
"Escherichia phage slur07"	"S"	1720500	14	NA	14	2	11	7	5	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>Tevenvirinae>T4virus>unclassified&nbsp;T4virus"
"Synechococcus phage ACG-2014c"	"S"	1079998	14	NA	6	6	11	4	14	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>Tevenvirinae>T4virus>unclassified&nbsp;T4virus"
"Shigella phage SHSML-52-1"	"S"	1863011	6	NA	6	2	1	1	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>Tevenvirinae>T4virus>unclassified&nbsp;T4virus"
"Sinorhizobium phage phiN3"	"S"	1647405	5	NA	5	3	NA	3	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>Tevenvirinae>T4virus>unclassified&nbsp;T4virus"
"Enterobacteria phage GEC-3S"	"S"	1222338	3	NA	1	NA	NA	3	1	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>Tevenvirinae>T4virus>unclassified&nbsp;T4virus"
"Serratia phage PS2"	"S"	1481112	1	NA	1	1	1	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>Tevenvirinae>T4virus>unclassified&nbsp;T4virus"
"Yersinia virus PST"	"S"	1914207	2	NA	1	2	1	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>Tevenvirinae>T4virus"
"Staphylococcus phage Stau2"	"S"	1200862	19	NA	6	3	10	19	6	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>Spounavirinae>Silviavirus>unclassified&nbsp;Silviavirus"
"Mycobacterium phage ScottMcG"	"S"	546807	5	NA	5	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>Bxz1virus>unclassified&nbsp;Bxz1virus"
"Campylobacter virus CPt10"	"S"	722418	4	NA	1	1	3	3	4	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>Eucampyvirinae>Cp220virus"
"Cronobacter virus CR8"	"S"	1914898	1	NA	1	NA	1	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>Vequintavirinae>Cr3virus"
"Clostridium virus phiC2"	"S"	262071	2	NA	1	2	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Myoviridae>Cd119virus"
"Bacillus phage Claudi"	"S"	1874001	57	NA	13	17	13	5	57	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Podoviridae>unclassified&nbsp;Podoviridae"
"Delftia phage IME-DE1"	"S"	1647385	7	NA	7	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Podoviridae>unclassified&nbsp;Podoviridae>Escherichia&nbsp;phage&nbsp;phi191&nbsp;sensu&nbsp;lato"
"Cellulophaga phage phi17:2"	"S"	1327972	7	NA	7	3	NA	1	2	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Podoviridae>unclassified&nbsp;Podoviridae"
"Planktothrix phage PaV-LD"	"S"	994601	6	NA	6	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Podoviridae>unclassified&nbsp;Podoviridae"
"Pseudomonas phage vB_PaeP_MAG4"	"S"	1639814	5	NA	5	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Podoviridae>unclassified&nbsp;Podoviridae"
"Alteromonas phage vB_AmaP_AD45-P"	"S"	1300003	1	NA	1	1	NA	NA	1	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Podoviridae>unclassified&nbsp;Podoviridae"
"Enterobacteria phage Sf101"	"S"	1524881	1	NA	1	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Podoviridae>unclassified&nbsp;Podoviridae"
"Bacillus phage Aurora"	"S"	1874000	1	NA	1	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Podoviridae>unclassified&nbsp;Podoviridae"
"Bacillus phage Stitch"	"S"	1874002	8	NA	1	2	8	4	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Podoviridae>unclassified&nbsp;Podoviridae"
"Escherichia virus K1-5"	"S"	187764	7	NA	7	NA	NA	3	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Podoviridae>Autographivirinae>Sp6virus"
"Vibriophage VP4"	"S"	329886	2	NA	2	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Podoviridae>Autographivirinae>T7virus>unclassified&nbsp;T7&#x2011;like&nbsp;viruses"
"Cellulophaga phage phi19:3"	"S"	1327971	9	NA	9	4	1	2	3	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Podoviridae>unassigned&nbsp;Podoviridae"
"Roseobacter phage SIO1"	"S"	136084	2	NA	2	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>Podoviridae>unassigned&nbsp;Podoviridae"
"Sinorhizobium phage PBC5"	"S"	179237	9	NA	9	1	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>unclassified&nbsp;Caudovirales"
"Cyanophage P-SSP2"	"S"	444876	1	NA	1	NA	NA	NA	1	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Caudovirales>unclassified&nbsp;Caudovirales"
"Abalone shriveling syndrome-associated virus"	"S"	491893	7	NA	7	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>unclassified&nbsp;dsDNA&nbsp;viruses"
"Sulfolobus monocaudavirus SMV4"	"S"	1732178	4	NA	4	2	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>unclassified&nbsp;dsDNA&nbsp;viruses"
"Macacine herpesvirus 3"	"S"	47929	3	NA	1	NA	1	2	3	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Herpesvirales>Herpesviridae>Betaherpesvirinae>Cytomegalovirus"
"Saimiriine herpesvirus 4"	"S"	1535247	4	NA	1	4	NA	2	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Herpesvirales>Herpesviridae>Betaherpesvirinae>Cytomegalovirus"
"Murid herpesvirus 8"	"S"	1261657	8	NA	8	4	2	4	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Herpesvirales>Herpesviridae>Betaherpesvirinae>Muromegalovirus"
"Human herpesvirus 6B"	"S"	32604	6	NA	4	5	3	6	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Herpesvirales>Herpesviridae>Betaherpesvirinae>Roseolovirus"
"Felid herpesvirus 1"	"S"	10334	1	NA	1	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Herpesvirales>Herpesviridae>Alphaherpesvirinae>Varicellovirus"
"Cercopithecine herpesvirus 9"	"S"	35246	6	NA	1	4	NA	2	6	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Herpesvirales>Herpesviridae>Alphaherpesvirinae>Varicellovirus"
"Chimpanzee alpha-1 herpesvirus"	"S"	332937	17	NA	17	2	NA	NA	1	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Herpesvirales>Herpesviridae>Alphaherpesvirinae>unclassified&nbsp;Alphaherpesvirinae"
"Leporid herpesvirus 4"	"S"	481315	3	NA	2	3	NA	NA	1	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Herpesvirales>Herpesviridae>Alphaherpesvirinae>Simplexvirus"
"Human herpesvirus 2"	"S"	10310	6	NA	1	1	6	2	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Herpesvirales>Herpesviridae>Alphaherpesvirinae>Simplexvirus"
"Invertebrate iridovirus 22"	"S"	1301279	3	NA	1	NA	3	1	3	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Iridoviridae>Iridovirus>unclassified&nbsp;Iridovirus"
"Epizootic haematopoietic necrosis virus"	"S"	100217	1	NA	1	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Iridoviridae>Ranavirus"
"Epiphyas postvittana nucleopolyhedrovirus"	"S"	70600	10	NA	7	4	4	10	4	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Baculoviridae>Alphabaculovirus"
"Ectropis obliqua nucleopolyhedrovirus"	"S"	59376	2	NA	1	NA	2	1	1	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Baculoviridae>Alphabaculovirus"
"Cnaphalocrocis medinalis granulovirus"	"S"	1750712	8	NA	1	2	1	1	8	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Baculoviridae>Betabaculovirus>unclassified&nbsp;Betabaculovirus"
"Neodiprion abietis NPV"	"S"	204507	2	NA	1	2	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Baculoviridae>Gammabaculovirus>unclassified&nbsp;Gammabaculovirus"
"Acidianus filamentous virus 9"	"S"	512792	8	NA	7	3	3	2	8	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Ligamenvirales>Lipothrixviridae>Betalipothrixvirus"
"Sulfolobus islandicus rod-shaped virus 2"	"S"	157899	6	NA	6	1	NA	NA	1	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Ligamenvirales>Rudiviridae>Rudivirus"
"Simian adenovirus 8"	"S"	413258	1	NA	1	NA	NA	NA	1	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Adenoviridae>Mastadenovirus>unclassified&nbsp;Simian&nbsp;adenoviruses"
"Simian adenovirus 16"	"S"	1715778	4	NA	1	1	NA	NA	4	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Adenoviridae>Mastadenovirus>unclassified&nbsp;Simian&nbsp;adenoviruses"
"Human mastadenovirus D"	"S"	130310	12	NA	12	8	3	6	2	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Adenoviridae>Mastadenovirus"
"Human mastadenovirus B"	"S"	108098	11	NA	11	5	7	1	1	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Adenoviridae>Mastadenovirus"
"Human mastadenovirus C"	"S"	129951	4	NA	4	NA	NA	NA	1	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Adenoviridae>Mastadenovirus"
"Sulfitobacter phage pCB2047-C"	"S"	754043	5	NA	5	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>unclassified&nbsp;dsDNA&nbsp;phages"
"Oenococcus phage phi9805"	"S"	1435411	4	NA	4	NA	NA	2	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>unclassified&nbsp;dsDNA&nbsp;phages"
"Vibrio phage henriette 12B8"	"S"	573174	1	NA	1	NA	NA	1	1	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>unclassified&nbsp;dsDNA&nbsp;phages"
"Salicola phage CGphi29"	"S"	754067	1	NA	1	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>unclassified&nbsp;dsDNA&nbsp;phages"
"Trichoplusia ni ascovirus 2c"	"S"	328615	10	NA	7	3	10	1	1	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Ascoviridae>Ascovirus>unclassified&nbsp;Ascovirus"
"Gammapapillomavirus 15"	"S"	1513260	3	NA	3	NA	NA	NA	NA	"Viruses>dsDNA&nbsp;viruses,&nbsp;no&nbsp;RNA&nbsp;stage>Papillomaviridae>Gammapapillomavirus"
"Rhodococcus phage REQ3"	"S"	1109714	1	NA	1	NA	NA	NA	NA	"Viruses>unclassified&nbsp;phages"
"Ground squirrel hepatitis virus"	"S"	10406	2	NA	2	NA	NA	NA	NA	"Viruses>Retro&#x2011;transcribing&nbsp;viruses>Hepadnaviridae>Orthohepadnavirus"
"Areca palm velarivirus 1"	"S"	1654603	22	NA	22	5	5	1	NA	"Viruses>ssRNA&nbsp;viruses>ssRNA&nbsp;positive&#x2011;strand&nbsp;viruses,&nbsp;no&nbsp;DNA&nbsp;stage>Closteroviridae>Velarivirus>unclassified&nbsp;Velarivirus"
"Strawberry pallidosis-associated virus"	"S"	227507	2	NA	1	1	1	2	2	"Viruses>ssRNA&nbsp;viruses>ssRNA&nbsp;positive&#x2011;strand&nbsp;viruses,&nbsp;no&nbsp;DNA&nbsp;stage>Closteroviridae>Crinivirus"
"Lymantria dispar iflavirus 1"	"S"	1521188	9	NA	9	1	NA	3	NA	"Viruses>ssRNA&nbsp;viruses>ssRNA&nbsp;positive&#x2011;strand&nbsp;viruses,&nbsp;no&nbsp;DNA&nbsp;stage>Picornavirales>Iflaviridae>unclassified&nbsp;Iflaviridae"
"Brevicoryne brassicae picorna-like virus"	"S"	436447	2	NA	1	1	2	NA	NA	"Viruses>ssRNA&nbsp;viruses>ssRNA&nbsp;positive&#x2011;strand&nbsp;viruses,&nbsp;no&nbsp;DNA&nbsp;stage>Picornavirales>Iflaviridae>Iflavirus>unclassified&nbsp;Iflavirus"
"Tomato marchitez virus"	"S"	470166	1	NA	1	1	NA	NA	NA	"Viruses>ssRNA&nbsp;viruses>ssRNA&nbsp;positive&#x2011;strand&nbsp;viruses,&nbsp;no&nbsp;DNA&nbsp;stage>Picornavirales>Secoviridae>Torradovirus"
"Bovine torovirus"	"S"	74501	3	NA	3	NA	NA	NA	NA	"Viruses>ssRNA&nbsp;viruses>ssRNA&nbsp;positive&#x2011;strand&nbsp;viruses,&nbsp;no&nbsp;DNA&nbsp;stage>Nidovirales>Coronaviridae>Torovirinae>Torovirus"
"Beihai barnacle viurs 1"	"S"	1746057	5	NA	5	NA	NA	NA	NA	"Viruses>ssRNA&nbsp;viruses>ssRNA&nbsp;positive&#x2011;strand&nbsp;viruses,&nbsp;no&nbsp;DNA&nbsp;stage>unclassified&nbsp;ssRNA&nbsp;positive&#x2011;strand&nbsp;viruses"
"Gamboa mosquito virus"	"S"	1746059	3	NA	3	1	2	NA	NA	"Viruses>ssRNA&nbsp;viruses>ssRNA&nbsp;positive&#x2011;strand&nbsp;viruses,&nbsp;no&nbsp;DNA&nbsp;stage>unclassified&nbsp;ssRNA&nbsp;positive&#x2011;strand&nbsp;viruses"
"Wallerfield virus"	"S"	1457165	2	NA	1	NA	1	2	NA	"Viruses>ssRNA&nbsp;viruses>ssRNA&nbsp;positive&#x2011;strand&nbsp;viruses,&nbsp;no&nbsp;DNA&nbsp;stage>unclassified&nbsp;ssRNA&nbsp;positive&#x2011;strand&nbsp;viruses>Negevirus"
"Shayang spider virus 4"	"S"	1746062	1	NA	1	NA	NA	NA	NA	"Viruses>ssRNA&nbsp;viruses>ssRNA&nbsp;positive&#x2011;strand&nbsp;viruses,&nbsp;no&nbsp;DNA&nbsp;stage>unclassified&nbsp;ssRNA&nbsp;positive&#x2011;strand&nbsp;viruses"
"Japanese yam mosaic virus"	"S"	79917	10	NA	10	2	4	2	4	"Viruses>ssRNA&nbsp;viruses>ssRNA&nbsp;positive&#x2011;strand&nbsp;viruses,&nbsp;no&nbsp;DNA&nbsp;stage>Potyviridae>Potyvirus"
